time	V(N004,N005)
8.133081255666731e-002	6.442581e+000
8.152612505666730e-002	5.786696e+000
8.172143755666729e-002	5.094059e+000
8.191675005666728e-002	4.369166e+000
8.211206255666727e-002	3.617146e+000
8.230737505666726e-002	2.844245e+000
8.250268755666725e-002	2.059242e+000
8.260034380666724e-002	1.666753e+000
8.269800005666723e-002	1.279329e+000
8.279565630666723e-002	9.060723e-001
8.289331255666722e-002	5.574349e-001
8.294229646653635e-002	4.034250e-001
8.299137697635887e-002	2.778848e-001
8.304534604239738e-002	1.674688e-001
8.305868903141739e-002	1.459762e-001
8.307548661891083e-002	1.244135e-001
8.309640826568804e-002	1.014717e-001
8.311579917842855e-002	8.375907e-002
8.313733296875069e-002	6.775010e-002
8.316150805336109e-002	5.341685e-002
8.319057300847389e-002	4.021612e-002
8.322670495764742e-002	2.825837e-002
8.326918704884452e-002	1.844081e-002
8.330742563076458e-002	1.246510e-002
8.334644670741394e-002	8.391120e-003
8.338356746957990e-002	5.768076e-003
8.342258093254144e-002	3.952146e-003
8.346118793414240e-002	2.858609e-003
8.348217612630296e-002	2.664566e-003
8.349704605110099e-002	2.905488e-003
8.350931925576162e-002	3.554791e-003
8.352099803482972e-002	4.852235e-003
8.353280372277981e-002	7.322490e-003
8.354542511571637e-002	1.200223e-002
8.355766710394232e-002	1.978683e-002
8.357099607405075e-002	3.369039e-002
8.358548022075110e-002	5.735707e-002
8.360426396960870e-002	1.012112e-001
8.362354498656532e-002	1.588724e-001
8.364411992860080e-002	2.306870e-001
8.367654940135876e-002	3.529816e-001
8.371329308290824e-002	4.965503e-001
8.376348995512439e-002	6.969826e-001
8.385782241556897e-002	1.078794e+000
8.395547866556896e-002	1.476913e+000
8.415079116556895e-002	2.272520e+000
8.434610366556894e-002	3.056080e+000
8.454141616556893e-002	3.819597e+000
8.473672866556892e-002	4.557097e+000
8.493204116556891e-002	5.263535e+000
8.512735366556889e-002	5.934427e+000
8.532266616556888e-002	6.565696e+000
8.551797866556887e-002	7.153609e+000
8.571329116556886e-002	7.694753e+000
8.581094741556886e-002	7.946804e+000
8.590860366556885e-002	8.186025e+000
8.600625991556885e-002	8.412074e+000
8.610391616556884e-002	8.624633e+000
8.620157241556883e-002	8.823401e+000
8.629922866556883e-002	9.008100e+000
8.639688491556882e-002	9.178469e+000
8.659219741556881e-002	9.475285e+000
8.688516616556880e-002	9.807751e+000
8.717813491556878e-002	1.000133e+001
8.747110366556876e-002	1.005363e+001
8.776407241556875e-002	9.963990e+000
8.805704116556873e-002	9.733575e+000
8.835000991556871e-002	9.365309e+000
8.864297866556870e-002	8.863863e+000
8.874063491556869e-002	8.668176e+000
8.903360366556867e-002	7.999395e+000
8.932657241556866e-002	7.214953e+000
8.961954116556864e-002	6.325117e+000
8.991250991556862e-002	5.341855e+000
9.020547866556861e-002	4.279103e+000
9.049844741556859e-002	3.153742e+000
9.069375991556858e-002	2.379869e+000
9.079141616556857e-002	1.989702e+000
9.088907241556857e-002	1.600525e+000
9.098672866556856e-002	1.217018e+000
9.108438491556856e-002	8.492728e-001
9.118204116556855e-002	5.090787e-001
9.123003089000137e-002	3.658046e-001
9.128696937373007e-002	2.281989e-001
9.131569838225684e-002	1.724451e-001
9.133150141843603e-002	1.479165e-001
9.134934790018119e-002	1.247142e-001
9.137003687114462e-002	1.019047e-001
9.138942181468043e-002	8.413485e-002
9.141091111403933e-002	6.808501e-002
9.143502423372031e-002	5.371141e-002
9.146390283326618e-002	4.062913e-002
9.150497618873914e-002	2.715904e-002
9.154473217134949e-002	1.812636e-002
9.158464955006522e-002	1.206854e-002
9.162173299784709e-002	8.277617e-003
9.166042940920287e-002	5.609483e-003
9.169821876602713e-002	3.893018e-003
9.173803875805422e-002	2.821654e-003
9.175892733537017e-002	2.675176e-003
9.177361228355720e-002	2.974898e-003
9.178570718746457e-002	3.701508e-003
9.179732169431648e-002	5.130291e-003
9.180913519683176e-002	7.830739e-003
9.182165645412833e-002	1.286644e-002
9.183396971654732e-002	2.129918e-002
9.184738611634170e-002	3.627455e-002
9.186221641533711e-002	6.202197e-002
9.188191491197123e-002	1.101143e-001
9.190050960937138e-002	1.674258e-001
9.192230318439351e-002	2.448425e-001
9.195415295821510e-002	3.659736e-001
9.199248655935234e-002	5.166540e-001
9.204398062610400e-002	7.232999e-001
9.214163687610399e-002	1.120571e+000
9.223929312610399e-002	1.520765e+000
9.243460562610398e-002	2.320957e+000
9.272757437610396e-002	3.497712e+000
9.302054312610394e-002	4.624826e+000
9.331351187610393e-002	5.684380e+000
9.360648062610391e-002	6.661424e+000
9.389944937610389e-002	7.542889e+000
9.419241812610388e-002	8.317307e+000
9.448538687610386e-002	8.974757e+000
9.477835562610384e-002	9.506899e+000
9.507132437610383e-002	9.907024e+000
9.536429312610381e-002	1.017011e+001
9.565726187610379e-002	1.029286e+001
9.585257437610378e-002	1.029590e+001
9.614554312610377e-002	1.018225e+001
9.643851187610375e-002	9.928152e+000
9.653616812610374e-002	9.812745e+000
9.663382437610374e-002	9.682236e+000
9.673148062610373e-002	9.536810e+000
9.682913687610373e-002	9.376672e+000
9.692679312610372e-002	9.202047e+000
9.702444937610372e-002	9.013181e+000
9.712210562610371e-002	8.810342e+000
9.731741812610370e-002	8.363919e+000
9.751273062610369e-002	7.865321e+000
9.770804312610368e-002	7.317416e+000
9.790335562610367e-002	6.723390e+000
9.809866812610366e-002	6.086760e+000
9.829398062610364e-002	5.411387e+000
9.858694937610363e-002	4.335170e+000
9.887991812610361e-002	3.198485e+000
9.907523062610360e-002	2.418221e+000
9.917288687610359e-002	2.025150e+000
9.927054312610359e-002	1.633177e+000
9.936819937610358e-002	1.246783e+000
9.946585562610358e-002	8.755379e-001
9.956351187610357e-002	5.303310e-001
9.961017412471607e-002	3.864642e-001
9.965989317785351e-002	2.605498e-001
9.969720631562785e-002	1.834429e-001
9.971177058599839e-002	1.590568e-001
9.972895208462994e-002	1.350875e-001
9.974775733199046e-002	1.126013e-001
9.976779877554036e-002	9.247562e-002
9.978801291733373e-002	7.574171e-002
9.981075185434650e-002	6.055167e-002
9.983704913646575e-002	4.678680e-002
9.986920294974840e-002	3.422901e-002
9.991046662542515e-002	2.273980e-002
9.994972538934609e-002	1.524144e-002
9.998908244289241e-002	9.959169e-003
1.000000000000000e-001	8.816451e-003
Step Information: C=100µ  (Run: 2/4)
0.000000000000000e+000	0.000000e+000
1.011712147043289e-009	0.000000e+000
1.929287984654829e-007	0.000000e+000
3.848927509832677e-007	0.000000e+000
7.688206560188373e-007	0.000000e+000
1.536676466089977e-006	0.000000e+000
3.072388086232255e-006	0.000000e+000
6.143811326516811e-006	0.000000e+000
9.843496358820003e-006	0.000000e+000
1.384438507143658e-005	0.000000e+000
1.752244797070366e-005	0.000000e+000
2.194899623083264e-005	0.000000e+000
2.703824404701229e-005	0.000000e+000
3.316469451567922e-005	0.000000e+000
4.004429743541537e-005	0.000000e+000
4.787327194517196e-005	7.450581e-009
5.634056656018458e-005	0.000000e+000
6.551235766845107e-005	1.490116e-008
7.510830602380360e-005	1.490116e-008
8.513944262366969e-005	2.980232e-008
9.540276671414853e-005	7.450581e-008
1.059018785352920e-004	1.043081e-007
1.165105731612436e-004	1.788139e-007
1.272371606822190e-004	2.980232e-007
1.380099676934780e-004	5.066395e-007
1.488400597276737e-004	8.642673e-007
1.596884790541755e-004	1.490116e-006
1.705657261041712e-004	2.563000e-006
1.814509759015282e-004	4.380941e-006
1.923527806078419e-004	7.510185e-006
2.032603542948683e-004	1.287460e-005
2.141806763495895e-004	2.205372e-005
2.251093964508947e-004	3.778934e-005
2.360538515415174e-004	6.467104e-005
2.470163180448539e-004	1.107454e-004
2.580093523293129e-004	1.896620e-004
2.690479906480366e-004	3.246069e-004
2.801630154590917e-004	5.556345e-004
2.914028624732326e-004	9.508729e-004
3.028528489662167e-004	1.627326e-003
3.146547831064923e-004	2.786398e-003
3.270493589181082e-004	4.782021e-003
3.404397265323435e-004	8.254170e-003
3.554653984474058e-004	1.440877e-002
3.733894191445308e-004	2.579540e-002
3.964933852236836e-004	4.796100e-002
4.265500859239059e-004	8.931512e-002
4.607667593729909e-004	1.538519e-001
5.093742384587569e-004	2.746269e-001
5.885324342184260e-004	5.171052e-001
6.730270776899675e-004	8.163886e-001
7.706833276899675e-004	1.194413e+000
8.683395776899675e-004	1.588444e+000
9.659958276899674e-004	1.988399e+000
1.063652077689968e-003	2.388124e+000
1.161308327689968e-003	2.784411e+000
1.258964577689968e-003	3.175467e+000
1.356620827689968e-003	3.560168e+000
1.551933327689968e-003	4.307460e+000
1.747245827689968e-003	5.021360e+000
1.942558327689968e-003	5.697832e+000
2.137870827689968e-003	6.333218e+000
2.430839577689969e-003	7.201918e+000
2.723808327689969e-003	7.960312e+000
3.016777077689969e-003	8.599575e+000
3.309745827689969e-003	9.112517e+000
3.602714577689970e-003	9.493790e+000
3.895683327689970e-003	9.740194e+000
4.090995827689970e-003	9.829162e+000
4.188652077689969e-003	9.851265e+000
4.286308327689969e-003	9.858682e+000
4.383964577689969e-003	9.851696e+000
4.481620827689968e-003	9.830711e+000
4.579277077689968e-003	9.796288e+000
4.676933327689968e-003	9.749216e+000
4.774589577689967e-003	9.690585e+000
4.872245827689967e-003	9.621851e+000
4.969902077689966e-003	9.544870e+000
5.067558327689966e-003	9.461817e+000
5.165214577689966e-003	9.374920e+000
5.262870827689965e-003	9.286108e+000
5.347038000799014e-003	9.209071e+000
5.431008569564065e-003	9.132365e+000
5.517328803711057e-003	9.054003e+000
5.614985053711057e-003	8.966074e+000
5.712641303711056e-003	8.878949e+000
5.810297553711056e-003	8.792664e+000
5.907953803711056e-003	8.707215e+000
6.005610053711055e-003	8.622597e+000
6.103266303711055e-003	8.538801e+000
6.200922553711055e-003	8.455820e+000
6.298578803711054e-003	8.373644e+000
6.396235053711054e-003	8.292268e+000
6.493891303711054e-003	8.211682e+000
6.591547553711053e-003	8.131880e+000
6.689203803711053e-003	8.052852e+000
6.884516303711052e-003	7.897095e+000
7.079828803711052e-003	7.744350e+000
7.372797553711051e-003	7.520754e+000
7.665766303711049e-003	7.303614e+000
7.958735053711049e-003	7.092743e+000
8.154047553711049e-003	6.955556e+000
8.447016303711048e-003	6.754735e+000
8.739985053711047e-003	6.559711e+000
9.032953803711045e-003	6.370319e+000
9.228266303711045e-003	6.247105e+000
9.325922553711044e-003	6.186394e+000
9.423578803711044e-003	6.126274e+000
9.521235053711044e-003	6.066738e+000
9.618891303711043e-003	6.007780e+000
9.716547553711043e-003	5.949316e+000
9.758660258283865e-003	5.924272e+000
9.785072978878538e-003	5.908639e+000
9.801570026034448e-003	5.898904e+000
9.815773603595543e-003	5.890543e+000
9.828929986271882e-003	5.882820e+000
9.841587031463654e-003	5.875419e+000
9.854824362264281e-003	5.867723e+000
9.867167670258250e-003	5.860611e+000
9.879578488719096e-003	5.853569e+000
9.891934060235140e-003	5.846737e+000
9.904612619021667e-003	5.840036e+000
9.917977087141018e-003	5.833535e+000
9.932761895692531e-003	5.827452e+000
9.950687372475566e-003	5.822730e+000
9.977874089471123e-003	5.822050e+000
1.000497659594205e-002	5.830734e+000
1.003648799707234e-002	5.854397e+000
1.007172017813728e-002	5.898026e+000
1.012298270063254e-002	5.989713e+000
1.020921350855436e-002	6.188582e+000
1.030686975855436e-002	6.452100e+000
1.040452600855436e-002	6.737610e+000
1.050218225855436e-002	7.029536e+000
1.059983850855436e-002	7.318661e+000
1.069749475855436e-002	7.600228e+000
1.089280725855435e-002	8.131796e+000
1.118577600855435e-002	8.836299e+000
1.147874475855435e-002	9.418914e+000
1.177171350855435e-002	9.872630e+000
1.206468225855435e-002	1.019288e+001
1.235765100855435e-002	1.037746e+001
1.245530725855435e-002	1.040887e+001
1.255296350855435e-002	1.042540e+001
1.265061975855435e-002	1.042725e+001
1.274827600855435e-002	1.041470e+001
1.284593225855435e-002	1.038818e+001
1.294358850855435e-002	1.034824e+001
1.304124475855435e-002	1.029569e+001
1.313890100855435e-002	1.023164e+001
1.323655725855435e-002	1.015753e+001
1.333421350855435e-002	1.007526e+001
1.343186975855435e-002	9.986979e+000
1.352952600855435e-002	9.895042e+000
1.359156560018195e-002	9.835478e+000
1.364138121810145e-002	9.787285e+000
1.368408627068829e-002	9.745922e+000
1.373308350787703e-002	9.698518e+000
1.377749569242506e-002	9.655655e+000
1.382103761183323e-002	9.613774e+000
1.387172737704385e-002	9.565221e+000
1.392920225787652e-002	9.510453e+000
1.400171088330136e-002	9.441819e+000
1.409701890781056e-002	9.352318e+000
1.419467515781056e-002	9.261437e+000
1.429233140781056e-002	9.171434e+000
1.438998765781056e-002	9.082303e+000
1.448764390781056e-002	8.994040e+000
1.458530015781056e-002	8.906634e+000
1.468295640781056e-002	8.820078e+000
1.478061265781056e-002	8.734363e+000
1.487826890781056e-002	8.649481e+000
1.497592515781056e-002	8.565424e+000
1.507358140781056e-002	8.482183e+000
1.517123765781056e-002	8.399752e+000
1.526889390781056e-002	8.318122e+000
1.536655015781056e-002	8.237285e+000
1.546420640781056e-002	8.157234e+000
1.556186265781056e-002	8.077960e+000
1.565951890781056e-002	7.999457e+000
1.575717515781056e-002	7.921717e+000
1.585483140781056e-002	7.844733e+000
1.595248765781056e-002	7.768496e+000
1.605014390781057e-002	7.693000e+000
1.614780015781057e-002	7.618238e+000
1.624545640781057e-002	7.544203e+000
1.634311265781057e-002	7.470888e+000
1.644076890781057e-002	7.398284e+000
1.653842515781057e-002	7.326386e+000
1.663608140781057e-002	7.255187e+000
1.673373765781058e-002	7.184680e+000
1.683139390781058e-002	7.114858e+000
1.692905015781058e-002	7.045714e+000
1.702670640781058e-002	6.977243e+000
1.712436265781058e-002	6.909437e+000
1.722201890781058e-002	6.842290e+000
1.731967515781058e-002	6.775795e+000
1.741733140781059e-002	6.709947e+000
1.751498765781059e-002	6.644739e+000
1.761264390781059e-002	6.580164e+000
1.771030015781059e-002	6.516217e+000
1.780795640781059e-002	6.452891e+000
1.790561265781059e-002	6.390180e+000
1.800326890781059e-002	6.328080e+000
1.810092515781060e-002	6.266583e+000
1.819858140781060e-002	6.205683e+000
1.829623765781060e-002	6.145441e+000
1.839389390781060e-002	6.086030e+000
1.843293319527538e-002	6.062912e+000
1.845080114161177e-002	6.052898e+000
1.846638036989053e-002	6.044947e+000
1.848273899445223e-002	6.037909e+000
1.850156960065328e-002	6.032747e+000
1.853147078794361e-002	6.031932e+000
1.856063310149985e-002	6.041256e+000
1.859320945257753e-002	6.065602e+000
1.863122489642737e-002	6.112002e+000
1.868705628345536e-002	6.209430e+000
1.878471253345537e-002	6.425678e+000
1.888236878345537e-002	6.674052e+000
1.898002503345537e-002	6.938848e+000
1.907768128345537e-002	7.205720e+000
1.917533753345537e-002	7.467234e+000
1.927299378345537e-002	7.719530e+000
1.946830628345538e-002	8.189187e+000
1.976127503345538e-002	8.794725e+000
2.005424378345538e-002	9.272892e+000
2.034721253345539e-002	9.618376e+000
2.064018128345539e-002	9.828557e+000
2.083549378345539e-002	9.893554e+000
2.093315003345540e-002	9.903858e+000
2.103080628345540e-002	9.899687e+000
2.112846253345540e-002	9.881411e+000
2.122611878345540e-002	9.849556e+000
2.132377503345540e-002	9.804851e+000
2.142143128345540e-002	9.748312e+000
2.151908753345540e-002	9.681307e+000
2.161674378345541e-002	9.605600e+000
2.171440003345541e-002	9.523315e+000
2.181205628345541e-002	9.436694e+000
2.190971253345541e-002	9.347780e+000
2.198856673763595e-002	9.275311e+000
2.206829956603078e-002	9.202042e+000
2.215146722055391e-002	9.126008e+000
2.224881581315737e-002	9.037685e+000
2.234647206315737e-002	8.949870e+000
2.244412831315737e-002	8.862897e+000
2.254178456315737e-002	8.776766e+000
2.263944081315738e-002	8.691472e+000
2.273709706315738e-002	8.607007e+000
2.283475331315738e-002	8.523363e+000
2.293240956315738e-002	8.440532e+000
2.303006581315738e-002	8.358505e+000
2.312772206315738e-002	8.277275e+000
2.322537831315738e-002	8.196836e+000
2.332303456315739e-002	8.117177e+000
2.342069081315739e-002	8.038293e+000
2.361600331315739e-002	7.882817e+000
2.381131581315739e-002	7.730349e+000
2.410428456315740e-002	7.507157e+000
2.439725331315740e-002	7.290410e+000
2.469022206315740e-002	7.079920e+000
2.488553456315741e-002	6.942981e+000
2.517850331315741e-002	6.742522e+000
2.547147206315742e-002	6.547852e+000
2.576444081315742e-002	6.358801e+000
2.595975331315742e-002	6.235810e+000
2.605740956315742e-002	6.175209e+000
2.615506581315743e-002	6.115198e+000
2.625272206315743e-002	6.055769e+000
2.635037831315743e-002	5.996919e+000
2.644803456315743e-002	5.938546e+000
2.647646191708957e-002	5.921666e+000
2.650278601421162e-002	5.906115e+000
2.651612698306367e-002	5.898264e+000
2.652878946527163e-002	5.890847e+000
2.654091873239115e-002	5.883787e+000
2.655356853905140e-002	5.876498e+000
2.656578604716346e-002	5.869578e+000
2.657827551135563e-002	5.862707e+000
2.659109260042189e-002	5.856009e+000
2.660475018052129e-002	5.849526e+000
2.662009440395886e-002	5.843568e+000
2.663933586289443e-002	5.839607e+000
2.667232100614264e-002	5.842345e+000
2.670304793774569e-002	5.856956e+000
2.673478611640457e-002	5.887175e+000
2.677558916040687e-002	5.947034e+000
2.683795703619493e-002	6.072343e+000
2.693561328619493e-002	6.314505e+000
2.703326953619493e-002	6.587687e+000
2.713092578619494e-002	6.875751e+000
2.722858203619494e-002	7.165398e+000
2.732623828619494e-002	7.449699e+000
2.752155078619494e-002	7.989579e+000
2.781451953619495e-002	8.709152e+000
2.810748828619495e-002	9.308127e+000
2.840045703619495e-002	9.778973e+000
2.869342578619496e-002	1.011682e+001
2.898639453619496e-002	1.031915e+001
2.918170703619497e-002	1.037880e+001
2.927936328619497e-002	1.038639e+001
2.937701953619497e-002	1.037946e+001
2.947467578619497e-002	1.035839e+001
2.957233203619497e-002	1.032368e+001
2.966998828619497e-002	1.027603e+001
2.976764453619497e-002	1.021641e+001
2.986530078619498e-002	1.014617e+001
2.996295703619498e-002	1.006703e+001
3.006061328619498e-002	9.981063e+000
3.015826953619498e-002	9.890528e+000
3.025592578619498e-002	9.797503e+000
3.034282551976437e-002	9.713896e+000
3.042974504227713e-002	9.630266e+000
3.051114348112271e-002	9.552363e+000
3.060879973112271e-002	9.459622e+000
3.070645598112272e-002	9.367707e+000
3.080411223112272e-002	9.276673e+000
3.090176848112272e-002	9.186522e+000
3.099942473112272e-002	9.097245e+000
3.109708098112272e-002	9.008836e+000
3.119473723112272e-002	8.921287e+000
3.129239348112272e-002	8.834588e+000
3.139004973112272e-002	8.748733e+000
3.148770598112272e-002	8.663710e+000
3.158536223112272e-002	8.579515e+000
3.168301848112273e-002	8.496138e+000
3.178067473112273e-002	8.413571e+000
3.187833098112273e-002	8.331807e+000
3.197598723112273e-002	8.250836e+000
3.207364348112273e-002	8.170654e+000
3.217129973112273e-002	8.091250e+000
3.226895598112273e-002	8.012618e+000
3.236661223112274e-002	7.934749e+000
3.246426848112274e-002	7.857638e+000
3.256192473112274e-002	7.781276e+000
3.265958098112274e-002	7.705657e+000
3.275723723112274e-002	7.630772e+000
3.295254973112274e-002	7.483178e+000
3.314786223112275e-002	7.338439e+000
3.334317473112275e-002	7.196500e+000
3.353848723112275e-002	7.057305e+000
3.373379973112275e-002	6.920804e+000
3.383145598112276e-002	6.853546e+000
3.392911223112276e-002	6.786942e+000
3.402676848112276e-002	6.720986e+000
3.412442473112276e-002	6.655670e+000
3.422208098112276e-002	6.590989e+000
3.431973723112276e-002	6.526937e+000
3.441739348112276e-002	6.463507e+000
3.451504973112277e-002	6.400693e+000
3.461270598112277e-002	6.338490e+000
3.471036223112277e-002	6.276892e+000
3.480801848112277e-002	6.215892e+000
3.490567473112277e-002	6.155495e+000
3.500333098112277e-002	6.095614e+000
3.503042136241295e-002	6.079153e+000
3.505604145980197e-002	6.063740e+000
3.506892608864178e-002	6.056088e+000
3.508195670848774e-002	6.048505e+000
3.509557320065828e-002	6.040831e+000
3.510889393850748e-002	6.033742e+000
3.512356096841400e-002	6.026739e+000
3.514016024089077e-002	6.020479e+000
3.516211010769047e-002	6.016243e+000
3.519152811430672e-002	6.019217e+000
3.522543508290404e-002	6.035627e+000
3.525742221204916e-002	6.065716e+000
3.530189998822035e-002	6.129945e+000
3.536922592643860e-002	6.260986e+000
3.546688217643860e-002	6.492239e+000
3.556453842643860e-002	6.749710e+000
3.566219467643860e-002	7.018120e+000
3.575985092643860e-002	7.285807e+000
3.585750717643860e-002	7.546687e+000
3.605281967643861e-002	8.036831e+000
3.634578842643861e-002	8.676601e+000
3.663875717643862e-002	9.191041e+000
3.693172592643862e-002	9.573973e+000
3.722469467643862e-002	9.822057e+000
3.742000717643863e-002	9.912116e+000
3.751766342643863e-002	9.934746e+000
3.761531967643863e-002	9.942667e+000
3.771297592643863e-002	9.936158e+000
3.781063217643863e-002	9.915609e+000
3.790828842643863e-002	9.881567e+000
3.800594467643863e-002	9.834798e+000
3.810360092643864e-002	9.776364e+000
3.820125717643864e-002	9.707686e+000
3.829891342643864e-002	9.630587e+000
3.839656967643864e-002	9.547219e+000
3.849422592643864e-002	9.459823e+000
3.859188217643864e-002	9.370369e+000
3.868953842643864e-002	9.280291e+000
3.878719467643865e-002	9.190438e+000
3.888485092643865e-002	9.101222e+000
3.898250717643865e-002	9.012799e+000
3.908016342643865e-002	8.925216e+000
3.917781967643865e-002	8.838480e+000
3.927547592643865e-002	8.752587e+000
3.937313217643865e-002	8.667528e+000
3.947078842643866e-002	8.583295e+000
3.956844467643866e-002	8.499882e+000
3.966610092643866e-002	8.417278e+000
3.976375717643866e-002	8.335477e+000
3.986141342643866e-002	8.254471e+000
3.995906967643866e-002	8.174253e+000
4.005672592643866e-002	8.094815e+000
4.025203842643867e-002	7.938245e+000
4.044735092643867e-002	7.784705e+000
4.074031967643867e-002	7.559943e+000
4.103328842643868e-002	7.341672e+000
4.132625717643868e-002	7.129703e+000
4.152156967643868e-002	6.991801e+000
4.181453842643869e-002	6.789932e+000
4.210750717643869e-002	6.593893e+000
4.240047592643870e-002	6.403513e+000
4.259578842643870e-002	6.279657e+000
4.269344467643870e-002	6.218630e+000
4.279110092643870e-002	6.158196e+000
4.288875717643870e-002	6.098350e+000
4.298641342643871e-002	6.039085e+000
4.308406967643871e-002	5.980411e+000
4.318172592643871e-002	5.922271e+000
4.321262205653923e-002	5.904081e+000
4.323572338295895e-002	5.890682e+000
4.324857325682616e-002	5.883391e+000
4.326155335129946e-002	5.876282e+000
4.327496647255356e-002	5.869354e+000
4.328882510624642e-002	5.862952e+000
4.330486021569287e-002	5.857137e+000
4.332561530093958e-002	5.853467e+000
4.335468491379777e-002	5.857045e+000
4.338781073568147e-002	5.874133e+000
4.341877470714672e-002	5.904752e+000
4.346185515044535e-002	5.969883e+000
4.352665162718213e-002	6.102332e+000
4.362430787718213e-002	6.346590e+000
4.372196412718213e-002	6.620168e+000
4.381962037718213e-002	6.907151e+000
4.391727662718213e-002	7.194921e+000
4.401493287718213e-002	7.476915e+000
4.421024537718214e-002	8.011541e+000
4.450321412718214e-002	8.722413e+000
4.479618287718214e-002	9.312077e+000
4.508915162718215e-002	9.773183e+000
4.538212037718215e-002	1.010103e+001
4.567508912718216e-002	1.029328e+001
4.577274537718216e-002	1.032724e+001
4.587040162718216e-002	1.034630e+001
4.596805787718216e-002	1.035065e+001
4.606571412718216e-002	1.034056e+001
4.616337037718216e-002	1.031644e+001
4.626102662718216e-002	1.027882e+001
4.635868287718217e-002	1.022847e+001
4.645633912718217e-002	1.016646e+001
4.655399537718217e-002	1.009420e+001
4.665165162718217e-002	1.001351e+001
4.674930787718217e-002	9.926540e+000
4.684696412718217e-002	9.835610e+000
4.692166603588384e-002	9.764510e+000
4.696682844164208e-002	9.721156e+000
4.701500029172882e-002	9.674833e+000
4.706298120442228e-002	9.628747e+000
4.710754106676601e-002	9.586057e+000
4.715778584324384e-002	9.538095e+000
4.721220328947433e-002	9.486392e+000
4.727894607297591e-002	9.423353e+000
4.736251072572744e-002	9.345003e+000
4.746016697572744e-002	9.254222e+000
4.755782322572744e-002	9.164289e+000
4.765547947572744e-002	9.075229e+000
4.775313572572745e-002	8.987034e+000
4.785079197572745e-002	8.899696e+000
4.794844822572745e-002	8.813207e+000
4.804610447572745e-002	8.727559e+000
4.814376072572745e-002	8.642743e+000
4.824141697572745e-002	8.558752e+000
4.833907322572745e-002	8.475576e+000
4.843672947572746e-002	8.393209e+000
4.863204197572746e-002	8.230868e+000
4.882735447572746e-002	8.071668e+000
4.902266697572746e-002	7.915546e+000
4.921797947572747e-002	7.762444e+000
4.941329197572747e-002	7.612304e+000
4.960860447572747e-002	7.465068e+000
4.980391697572748e-002	7.320679e+000
4.999922947572748e-002	7.179083e+000
5.019454197572748e-002	7.040226e+000
5.038985447572748e-002	6.904055e+000
5.058516697572749e-002	6.770517e+000
5.078047947572749e-002	6.639562e+000
5.097579197572749e-002	6.511141e+000
5.117110447572749e-002	6.385203e+000
5.126876072572750e-002	6.323150e+000
5.136641697572750e-002	6.261701e+000
5.146407322572750e-002	6.200848e+000
5.156172947572750e-002	6.140599e+000
5.165938572572750e-002	6.080880e+000
5.169034140234872e-002	6.062144e+000
5.171760183844216e-002	6.045855e+000
5.173079400561677e-002	6.038117e+000
5.174411679409883e-002	6.030532e+000
5.175800328501734e-002	6.022996e+000
5.177192551165981e-002	6.016086e+000
5.178783204679400e-002	6.009505e+000
5.180737138366075e-002	6.004760e+000
5.184005373728579e-002	6.005685e+000
5.187080945404597e-002	6.017990e+000
5.190333075000353e-002	6.045701e+000
5.194384219392723e-002	6.100045e+000
5.200486693077122e-002	6.213540e+000
5.210252318077122e-002	6.439116e+000
5.220017943077122e-002	6.694330e+000
5.229783568077123e-002	6.963515e+000
5.239549193077123e-002	7.233521e+000
5.249314818077123e-002	7.497562e+000
5.259080443077123e-002	7.752113e+000
5.278611693077123e-002	8.226033e+000
5.298142943077124e-002	8.647787e+000
5.327439818077124e-002	9.175759e+000
5.356736693077124e-002	9.572709e+000
5.386033568077125e-002	9.835031e+000
5.405564818077125e-002	9.934546e+000
5.415330443077125e-002	9.961841e+000
5.425096068077125e-002	9.974358e+000
5.434861693077125e-002	9.972340e+000
5.444627318077126e-002	9.956136e+000
5.454392943077126e-002	9.926236e+000
5.464158568077126e-002	9.883323e+000
5.473924193077126e-002	9.828349e+000
5.483689818077126e-002	9.762611e+000
5.493455443077126e-002	9.687807e+000
5.503221068077126e-002	9.605993e+000
5.512986693077127e-002	9.519414e+000
5.522752318077127e-002	9.430169e+000
5.532517943077127e-002	9.339883e+000
5.541623882362857e-002	9.255678e+000
5.550916230077335e-002	9.170233e+000
5.560681855077335e-002	9.081171e+000
5.570447480077335e-002	8.992929e+000
5.580213105077336e-002	8.905537e+000
5.589978730077336e-002	8.818992e+000
5.599744355077336e-002	8.733287e+000
5.609509980077336e-002	8.648415e+000
5.619275605077336e-002	8.564368e+000
5.629041230077336e-002	8.481138e+000
5.638806855077336e-002	8.398717e+000
5.648572480077337e-002	8.317097e+000
5.658338105077337e-002	8.236270e+000
5.668103730077337e-002	8.156228e+000
5.687634980077337e-002	7.998472e+000
5.707166230077337e-002	7.843766e+000
5.736463105077338e-002	7.617300e+000
5.765759980077338e-002	7.397372e+000
5.795056855077339e-002	7.183794e+000
5.814588105077339e-002	7.044846e+000
5.834119355077339e-002	6.908586e+000
5.863416230077340e-002	6.709120e+000
5.892713105077340e-002	6.515414e+000
5.922009980077340e-002	6.327300e+000
5.941541230077341e-002	6.204918e+000
5.951306855077341e-002	6.144617e+000
5.961072480077341e-002	6.084903e+000
5.970838105077341e-002	6.025770e+000
5.980603730077341e-002	5.967152e+000
5.985559992995749e-002	5.937623e+000
5.987811821055424e-002	5.924298e+000
